Andhra Pradesh,2001,Causes,Paralysis,Female,0-14,0
Andhra Pradesh,2001,Causes,Poverty,Female,0-14,4
Andhra Pradesh,2001,Causes,Death of Dear Person,Female,0-14,0
Andhra Pradesh,2001,Causes,Failure in Examination,Female,0-14,6
Andhra Pradesh,2001,Causes,Family Problems,Female,0-14,20
Andhra Pradesh,2001,Causes,Cancer,Female,0-14,0
Andhra Pradesh,2001,Causes,Illness (Aids/STD),Female,0-14,4
Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Female,0-14,2
Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,7
Andhra Pradesh,2001,Causes,Causes Not known,Female,0-14,17
Andhra Pradesh,2001,Causes,Professional/Career Problem,Female,0-14,0
Andhra Pradesh,2001,Causes,Dowry Dispute,Female,0-14,0
Andhra Pradesh,2001,Causes,Ideological Causes/Hero Worshipping,Female,0-14,0
Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,5
Andhra Pradesh,2001,Causes,Unemployment,Female,0-14,3
Andhra Pradesh,2001,Causes,Love Affairs,Female,0-14,3
Andhra Pradesh,2001,Causes,Fall in Social Reputation,Female,0-14,0
Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Female,0-14,61
Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Female,0-14,0
Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Female,0-14,1
Andhra Pradesh,2001,Causes,Divorce,Female,0-14,0
Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Female,0-14,0
Andhra Pradesh,2001,Causes,Other Prolonged Illness,Female,0-14,48
Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Female,0-14,2
Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,2
Andhra Pradesh,2001,Causes,Property Dispute,Female,0-14,0
Andhra Pradesh,2001,Causes,Death of Dear Person,Male,0-14,0
Andhra Pradesh,2001,Causes,Family Problems,Male,0-14,12
Andhra Pradesh,2001,Causes,Causes Not known,Male,0-14,35
Andhra Pradesh,2001,Causes,Love Affairs,Male,0-14,3
Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Male,0-14,0
Andhra Pradesh,2001,Causes,Other Prolonged Illness,Male,0-14,47
Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,0
Andhra Pradesh,2001,Causes,Cancer,Male,0-14,0
Andhra Pradesh,2001,Causes,Failure in Examination,Male,0-14,13
Andhra Pradesh,2001,Causes,Paralysis,Male,0-14,0
Andhra Pradesh,2001,Causes,Poverty,Male,0-14,7
Andhra Pradesh,2001,Causes,Unemployment,Male,0-14,0
Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Male,0-14,54
Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Male,0-14,0
Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,0-14,0
Andhra Pradesh,2001,Causes,Professional/Career Problem,Male,0-14,0
Andhra Pradesh,2001,Causes,Fall in Social Reputation,Male,0-14,0
Andhra Pradesh,2001,Causes,Divorce,Male,0-14,0
Andhra Pradesh,2001,Causes,Dowry Dispute,Male,0-14,0
Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Male,0-14,0
Andhra Pradesh,2001,Causes,Ideological Causes/Hero Worshipping,Male,0-14,0
Andhra Pradesh,2001,Causes,Illness (Aids/STD),Male,0-14,1
Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,0-14,0
Andhra Pradesh,2001,Causes,Property Dispute,Male,0-14,0
Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Male,0-14,1
Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Male,0-14,0
Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Female,15-29,112
Andhra Pradesh,2001,Causes,Paralysis,Female,15-29,9
Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Female,15-29,0
Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,40
Andhra Pradesh,2001,Causes,Fall in Social Reputation,Female,15-29,23
Andhra Pradesh,2001,Causes,Causes Not known,Female,15-29,155
Andhra Pradesh,2001,Causes,Love Affairs,Female,15-29,65
Andhra Pradesh,2001,Causes,Other Prolonged Illness,Female,15-29,342
Andhra Pradesh,2001,Causes,Professional/Career Problem,Female,15-29,6
Andhra Pradesh,2001,Causes,Illness (Aids/STD),Female,15-29,68
Andhra Pradesh,2001,Causes,Failure in Examination,Female,15-29,44
Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Female,15-29,196
Andhra Pradesh,2001,Causes,Unemployment,Female,15-29,7
Andhra Pradesh,2001,Causes,Ideological Causes/Hero Worshipping,Female,15-29,3
Andhra Pradesh,2001,Causes,Dowry Dispute,Female,15-29,159
Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,10
Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Female,15-29,21
Andhra Pradesh,2001,Causes,Cancer,Female,15-29,3
Andhra Pradesh,2001,Causes,Death of Dear Person,Female,15-29,36
Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Female,15-29,18
Andhra Pradesh,2001,Causes,Property Dispute,Female,15-29,8
Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,30
Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Female,15-29,31
Andhra Pradesh,2001,Causes,Family Problems,Female,15-29,437
Andhra Pradesh,2001,Causes,Poverty,Female,15-29,39
Andhra Pradesh,2001,Causes,Divorce,Female,15-29,9
Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Male,15-29,110
Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,9
Andhra Pradesh,2001,Causes,Causes Not known,Male,15-29,234
Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,20
Andhra Pradesh,2001,Causes,Love Affairs,Male,15-29,84
Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Male,15-29,11
Andhra Pradesh,2001,Causes,Property Dispute,Male,15-29,11
Andhra Pradesh,2001,Causes,Divorce,Male,15-29,1
Andhra Pradesh,2001,Causes,Failure in Examination,Male,15-29,84
Andhra Pradesh,2001,Causes,Family Problems,Male,15-29,492
Andhra Pradesh,2001,Causes,Ideological Causes/Hero Worshipping,Male,15-29,2
Andhra Pradesh,2001,Causes,Paralysis,Male,15-29,6
Andhra Pradesh,2001,Causes,Dowry Dispute,Male,15-29,1
Andhra Pradesh,2001,Causes,Death of Dear Person,Male,15-29,5
Andhra Pradesh,2001,Causes,Professional/Career Problem,Male,15-29,7
Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,40
Andhra Pradesh,2001,Causes,Illness (Aids/STD),Male,15-29,39
Andhra Pradesh,2001,Causes,Poverty,Male,15-29,110
Andhra Pradesh,2001,Causes,Fall in Social Reputation,Male,15-29,18
Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Male,15-29,4
Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Male,15-29,0
Andhra Pradesh,2001,Causes,Other Prolonged Illness,Male,15-29,432
Andhra Pradesh,2001,Causes,Unemployment,Male,15-29,35
Andhra Pradesh,2001,Causes,Cancer,Male,15-29,13
Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Male,15-29,10
Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Male,15-29,280
Andhra Pradesh,2001,Causes,Paralysis,Female,30-44,10
Andhra Pradesh,2001,Causes,Cancer,Female,30-44,2
Andhra Pradesh,2001,Causes,Fall in Social Reputation,Female,30-44,14
Andhra Pradesh,2001,Causes,Causes Not known,Female,30-44,93
Andhra Pradesh,2001,Causes,Love Affairs,Female,30-44,8
Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Female,30-44,1
Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Female,30-44,0
Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Female,30-44,4
